Kürzel,Name,Börse
STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",NYSE
STGW,Stagwell Inc. - Class A Common Stock,NASDAQ
STHH,STMicroelectronics NV ADRhedged,NYSE ARCA
STHO,Star Holdings - Shares of Beneficial Interest,NASDAQ
STHRF,Strathcona Resources Ltd.,OTC
STI,"Solidion Technology, Inc. - Common Stock",NASDAQ
STIM,"Neuronetics, Inc. - Common Stock",NASDAQ
STIP,iShares 0-5 Year TIPS Bond ETF,NYSE ARCA
STJNY,Stella-Jones Inc./ADR,OTC
STK,Columbia Seligman Premium Technology Growth Fund Inc,NYSE
STKE,Sol Strategies Inc. - Common Shares,NASDAQ
STKH,Steakholder Foods Ltd. - American Depositary Shares,NASDAQ
STKL,"SunOpta, Inc. - Common Stock",NASDAQ
STKS,"The ONE Group Hospitality, Inc. - Common Stock",NASDAQ
STKTF,Sectra AB/ADR,OTC
STLA,Stellantis N.V. Common Shares,NYSE
STLD,"Steel Dynamics, Inc. - Common Stock",NASDAQ
STLE,STEELE BANCORP INC,OTC
STLJF,Stella-Jones Inc./ADR,OTC
STLNF,Stallion Uranium Corp.,OTC
STLRF,STLLR Gold Inc.,OTC
STLY,"HG Holdings, Inc.",OTC
STM,STMicroelectronics N.V. Common Stock,NYSE
STME,Stimcell Energetics Inc.,OTC
STMEF,STMicroelectronics N.V.,OTC
STN,Stantec Inc Common Stock,NYSE
STNC,Hennessy Sustainable ETF,NASDAQ
STNDF,Santander UK plc,OTC
STNE,StoneCo Ltd. - Class A Common Share,NASDAQ
STNG,Scorpio Tankers Inc. Common Shares,NYSE
STOHF,EQUINOR ASA,OTC
STOK,"Stoke Therapeutics, Inc. - Common Stock",NASDAQ
STOT,State Street DoubleLine Short Duration Total Return Tactical ETF,BATS
STOX,Horizon Core Equity ETF,BATS
STOY,Spiral Toys Inc. Common Stock,OTC
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,NYSE ARCA
STQN,STRATEGIC ACQUISITIONS INC /NV/,OTC
STRA,"Strategic Education, Inc. - Common Stock",NASDAQ
STRC,Strategy Inc - Variable Rate Series A Perpetual Stretch Preferred Stock,NASDAQ
STRD,Strategy Inc - 10.00% Series A Perpetual Stride Preferred Stock,NASDAQ
STRF,Strategy Inc - 10.00% Series A Perpetual Strife Preferred Stock,NASDAQ
STRG,"STARGUIDE GROUP, INC.",OTC
STRK,Strategy Inc - 8.00% Series A Perpetual Strike Preferred Stock,NASDAQ
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ
STRN,SMART Trend 25 ETF,NYSE ARCA
STRO,"Sutro Biopharma, Inc. - Common Stock",NASDAQ
STRR,"Star Equity Holdings, Inc. - Common Stock",NASDAQ
STRRP,"Star Equity Holdings, Inc. - 10% Series A Cumulative Perpetual Preferred Stock",NASDAQ
STRS,Stratus Properties Inc. - Common Stock,NASDAQ
STRT,STRATTEC SECURITY CORPORATION - Common Stock,NASDAQ
STRV,Strive 500 ETF,NYSE
STRW,"Strawberry Fields REIT, Inc. Common Stock",AMEX
STRZ,Starz Entertainment Corp. - Common Shares,NASDAQ
STSBF,South Star Battery Metals Corp.,OTC
STSM,Defiance Daily Target 2X Short TSM ETF,NYSE ARCA
STSR,"Strategic Student & Senior Housing Trust, Inc.",OTC
STSS,Sharps Technology Inc. - Common Stock,NASDAQ
STSSW,Sharps Technology Inc. - Warrant,NASDAQ
STT,State Street Corporation Common Stock,NYSE
STT$G,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative",NYSE
STT-PG,STATE STREET CORP,OTC
STTK,"Shattuck Labs, Inc. - Common Stock",NASDAQ
STTPF,SCHOTT Pharma AG & Co. KGaA/ADR,OTC
STUB,"StubHub Holdings, Inc. Class A Common Stock",NYSE
STVI,"Snap Interactive, Inc.",OTC
STVN,Stevanato Group S.p.A. Ordinary Shares,NYSE
STWC,"Strainwise, Inc.  Common Stock",OTC
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",NYSE
STWI,StageWise Strategies Corp.,OTC
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ
STXD,Strive 1000 Dividend Growth ETF,NYSE
STXE,Strive Emerging Markets Ex-China ETF,NYSE
STXG,Strive 1000 Growth ETF,NYSE
STXK,Strive Small-Cap ETF,NYSE
STXS,"Stereotaxis, Inc. Common Stock",AMEX
STXT,Strive Total Return Bond ETF,NYSE
STXV,Strive 1000 Value ETF,NYSE
STYA,Satya Worldwide Inc. Common Stock,OTC
STZ,"Constellation Brands, Inc. Common Stock",NYSE
SU,Suncor Energy  Inc. Common Stock,NYSE
SUB,iShares Short-Term National Muni Bond ETF,NYSE ARCA
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,NASDAQ
SUGR,Sugar Creek Financial Corp. Common Stock,OTC
SUGRF,Sucro Ltd,OTC
SUI,"Sun Communities, Inc. Common Stock",NYSE
SUIC,SUIC Worldwide Holdings Ltd.,OTC
SUIG,Sui Group Holdings Limited - Common Stock,NASDAQ
SUIS,Canary Staked SUI ETF,NASDAQ
SUMA,SUMA Acquisition Corp,OTC
SUMAU,SUMA Acquisition Corporation - Units,NASDAQ
SUN,Sunoco LP Common Units representing limited partner interests,NYSE
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",NYSE
SUNC,"SunocoCorp LLC Common Units, representing limited liability company interests",NYSE
SUND,Sundance Strategies Inc. Common Stock,OTC
SUNE,"SUNation Energy, Inc. - Common Stock",NASDAQ
SUNFF,SUN LIFE FINANCIAL INC,OTC
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",NASDAQ
SUNXF,Stardust Solar Energy Inc.,OTC
SUPL,ProShares Supply Chain Logistics ETF,NYSE ARCA
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",NASDAQ
SUPP,TCW Transform Supply Chain ETF,NASDAQ
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,NYSE
SUPX,SuperX AI Technology Limited - Ordinary Shares,NASDAQ
SURDF,"Sumitomo Realty & Development Co., Ltd./ADR",OTC
SURE,AdvisorShares Insider Advantage ETF,NYSE ARCA
SURG,"SurgePays, Inc. - Common Stock",NASDAQ
SURI,Simplify Propel Opportunities ETF,NYSE ARCA
SUSA,iShares ESG Optimized MSCI USA ETF,NYSE ARCA
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,NASDAQ
SUSC,iShares ESG Aware USD Corporate Bond ETF,NASDAQ
SUSL,iShares ESG MSCI USA Leaders ETF,NASDAQ
SUUN,PowerBank Corporation - Common Stock,NASDAQ
SUWA,Sharewow Ltd,OTC
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),NYSE
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",NASDAQ
SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,NASDAQ
SVACU,Spring Valley Acquisition Corp. III - Unit,NASDAQ
SVACW,Spring Valley Acquisition Corp. III - Warrant,NASDAQ
SVAL,iShares US Small Cap Value Factor ETF,BATS
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,NASDAQ
SVAQU,Silicon Valley Acquisition Corp. - Units,NASDAQ
SVAQW,Silicon Valley Acquisition Corp. - Warrants,NASDAQ
SVAUF,StorageVault Canada Inc./ADR,OTC
SVBL,"SILVER BULL RESOURCES, INC.",OTC
SVC,Service Properties Trust - Shares of Beneficial Interest,NASDAQ
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,NASDAQ
SVCCU,Stellar V Capital Corp. - Unit,NASDAQ
SVCCW,Stellar V Capital Corp. - Warrant,NASDAQ
SVCO,"Silvaco Group, Inc. - Common Stock",NASDAQ
SVICY,StorageVault Canada Inc./ADR,OTC
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,NASDAQ
SVIVU,Spring Valley Acquisition Corp. IV - Units,NASDAQ
SVIVW,Spring Valley Acquisition Corp. IV - Warrants,NASDAQ
SVIX,-1x Short VIX Futures ETF,BATS
SVM,Silvercorp Metals Inc. Common Shares,AMEX
SVMB,"Jingbo Technology, Inc.",OTC
SVNDF,SEVEN & I HOLDINGS CO LTD,OTC
SVNHF,SUNEVISION HOLDINGS/ADR,OTC
SVOL,Simplify Volatility Premium ETF,NYSE ARCA
SVON,"Sevion Therapeutics, Inc.  Common Stock",OTC
SVRA,"Savara, Inc. - Common Stock",NASDAQ
SVRE,SaverOne 2014 Ltd. - American Depositary Shares,NASDAQ
SVREW,SaverOne 2014 Ltd. - Warrant,NASDAQ
SVRN,OceanPal Inc. - Common Stock,NASDAQ
SVRSF,Silver Storm Mining Ltd.,OTC
SVTZ,"Smart Server, Inc. Common",OTC
SVUHF,SRIVARU Holding Ltd,OTC
SVUWF,SRIVARU Holding Ltd,OTC
SVV,"Savers Value Village, Inc. Common Stock",NYSE
SVVC,"Firsthand Technology Value Fund, Inc.",OTC
SVXY,ProShares Short VIX Short Term Futures ETF,BATS
SVYSF,SOLVAY S A /ADR/,OTC
SW,Smurfit WestRock plc Ordinary Shares,NYSE
SWAG,"Stran & Company, Inc. - Common Stock",NASDAQ
SWAGW,"Stran & Company, Inc. - Warrant",NASDAQ
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,NYSE ARCA
SWBGF,Shawbrook Group plc/ADR,OTC
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",NASDAQ
SWBKY,Shawbrook Group plc/ADR,OTC
SWCPF,SWCC Corp/ADR,OTC
SWDR,"Starwood Real Estate Income Trust, Inc.",OTC
SWEE,"SweeGen, Inc. Common Stock",OTC
SWFR,Swift Start Corp Common Stock,OTC
SWIM,"Latham Group, Inc. - Common Stock",NASDAQ
SWISF,Sekur Private Data Ltd.,OTC
SWK,"Stanley Black & Decker, Inc. Common Stock",NYSE
SWKH,SWK Holdings Corporation - Common Stock,NASDAQ
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027,NASDAQ
SWKS,"Skyworks Solutions, Inc. - Common Stock",NASDAQ
SWMR,"Swarmer, Inc - common stock",NASDAQ
SWOL,SWOL Holdings Inc.,OTC
SWP,SWP Growth & Income ETF,NASDAQ
SWRD,"Stewards, Inc.",OTC
SWVL,Swvl Holdings Corp - Ordinary Shares,NASDAQ
SWVLW,Swvl Holdings Corp - Warrant,NASDAQ
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",NYSE
SWZ,Total Return Securities Fund Common Stock,NYSE
SWZCF,SWISSCOM AG,OTC
SXC,"SunCoke Energy, Inc. Common Stock",NYSE
SXGCF,Southern Cross Gold Consolidated Ltd.,OTC
SXI,Standex International Corporation Common Stock,NYSE
SXQG,ETC 6 Meridian Quality Growth ETF,NYSE ARCA
SXT,Sensient Technologies Corporation Common Stock,NYSE
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",NASDAQ
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",NASDAQ
SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",NASDAQ
SY,So-Young International Inc. - American Depository Shares,NASDAQ
SYAXF,Elevra Lithium Ltd,OTC
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",NASDAQ
SYBX,"SYNLOGIC, INC.",OTC
SYF,Synchrony Financial Common Stock,NYSE
SYF$A,"Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NYSE
SYF$B,"Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NYSE
SYF-PA,Synchrony Financial,OTC
SYF-PB,Synchrony Financial,OTC
SYFI,AB Short Duration High Yield ETF,NYSE ARCA
SYGCF,Sylla Gold Corp.,OTC
SYHBF,SKYHARBOUR RESOURCES LTD,OTC
SYIN,"Synbio International, Inc.",OTC
SYK,Stryker Corporation Common Stock,NYSE
SYLD,Cambria Shareholder Yield ETF,BATS
SYM,Symbotic Inc. - Class A Common Stock,NASDAQ
SYNA,Synaptics Incorporated - Common Stock,NASDAQ
SYNSY,Syensqo SA/ADR,OTC
SYNX,Silynxcom Ltd. Ordinary Shares,AMEX
SYPR,"Sypris Solutions, Inc. - Common Stock",NASDAQ
SYRA,Syra Health Corp,OTC
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ
SYSB,iShares Systematic Bond ETF,BATS
SYTE,Sitestar Corporation Common Stock,OTC
SYY,Sysco Corporation Common Stock,NYSE
SYYF,"I In The Sky, Inc. Common",OTC
SYZ,Lazard US Systematic Small Cap Equity ETF,NASDAQ
SZK,ProShares UltraShort Consumer Staples,NYSE ARCA
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,NYSE ARCA
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,NASDAQ
SZZLR,Sizzle Acquisition Corp. II - Right,NASDAQ
SZZLU,Sizzle Acquisition Corp. II - Unit,NASDAQ
T,AT&T Inc.,NYSE
T$A,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A",NYSE
T$C,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C",NYSE
T-PA,AT&T INC.,OTC
T-PC,AT&T INC.,OTC
TAAG,"Awareness Group, Inc.",OTC
TABD,Transamerica Bond Active ETF,NYSE ARCA
TAC,TransAlta Corporation Ordinary Shares,NYSE
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,NASDAQ
TACHU,Titan Acquisition Corp. - Units,NASDAQ
TACHW,Titan Acquisition Corp. - Warrants,NASDAQ
TACK,Fairlead Tactical Sector ETF,NYSE ARCA
TACN,T. Rowe Price Active Core International Equity ETF,NYSE ARCA
TACO,Berto Acquisition Corp. - Ordinary Shares,NASDAQ
TACOU,Berto Acquisition Corp. - unit,NASDAQ
TACOW,Berto Acquisition Corp. - Warrant,NASDAQ
TACPF,TRANSALTA CORP,OTC
TACT,TransAct Technologies Incorporated - Common Stock,NASDAQ
TACU,T. Rowe Price Active Core U.S. Equity ETF,NYSE ARCA
TAFI,AB Tax-Aware Short Duration Municipal ETF,NYSE ARCA
TAFL,AB Tax-Aware Long Municipal ETF,NYSE ARCA
TAFM,AB Tax-Aware Intermediate Municipal ETF,NYSE ARCA
TAGG,T. Rowe Price QM U.S. Bond ETF,NYSE ARCA
TAGS,Teucrium Agricultural Fund ETV,NYSE ARCA
TAIL,Cambria Tail Risk ETF,BATS
TAIT,TAITRON COMPONENTS INC,OTC
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),NYSE
TAKOF,Volatus Aerospace Inc.,OTC
TAL,TAL Education Group American Depositary Shares,NYSE
TALK,"Talkspace, Inc. - Common Stock",NASDAQ
TALKW,"Talkspace, Inc. - Warrant",NASDAQ
TALO,"Talos Energy, Inc. Common Stock",NYSE
TALR,Talon Real Estate Holding Corp. Common Stock,OTC
TALV,Transamerica Large Value Active ETF,NYSE ARCA
TAN,Invesco Solar ETF,NYSE ARCA
TANAF,Tian'an Technology Group Ltd,OTC
TANH,Tantech Holdings Ltd. - Class A Common Shares,NASDAQ
TAOP,Taoping Inc. - Ordinary Shares,NASDAQ
TAOX,Tao Synergies Inc. - Common Stock,NASDAQ
TAP,Molson Coors Beverage Company Class B Common Stock,NYSE
TAP-A,MOLSON COORS BEVERAGE CO,OTC
TAP.A,Molson Coors Beverage Company Class A Common Stock,NYSE
TAPR,Innovator Equity Defined Protection ETF - 2 Yr to April 2027,BATS
TARA,"Protara Therapeutics, Inc.  - Common Stock",NASDAQ
TARK,Tradr 2X Long Innovation ETF,NASDAQ
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",NASDAQ
TARSF,Silver North Resources Ltd.,OTC
TASK,"TaskUs, Inc. - Class A Common Stock",NASDAQ
TATT,TAT Technologies Ltd. - Ordinary Shares,NASDAQ
TAVI,Tavia Acquisition Corp. - Ordinary Shares,NASDAQ
TAVIR,Tavia Acquisition Corp. - Right,NASDAQ
TAVIU,Tavia Acquisition Corp. - Unit,NASDAQ
TAX,Cambria Tax Aware ETF,NASDAQ
TAXE,Intermediate Municipal Income ETF,NASDAQ
TAXF,American Century Diversified Municipal Bond ETF,NYSE ARCA
TAXI,Northern Trust Intermediate Tax-Exempt Bond ETF,NASDAQ
TAXM,BondBloxx IR+M Tax-Aware ETF for Massachusetts Residents,NYSE ARCA
TAXS,Northern Trust Short-Term Tax-Exempt Bond ETF,NASDAQ
TAXT,Northern Trust Tax-Exempt Bond ETF,NASDAQ
TAXX,BondBloxx IR+M Tax-Aware Short Duration ETF,NYSE ARCA
TAYD,"Taylor Devices, Inc. - Common Stock",NASDAQ
TAYO,Taylor Consulting Inc Common Stock,OTC
TBB,AT&T Inc. 5.350% Global Notes due 2066,NYSE
TBBB,BBB Foods Inc. Class A Common Shares,NYSE
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ
TBF,ProShares Short 20+ Year Treasury,NYSE ARCA
TBFC,The Brinsmere Fund  Conservative ETF,NYSE ARCA
TBFG,The Brinsmere Fund Growth ETF,NYSE ARCA
TBG,TBG Dividend Focus ETF,NYSE ARCA
TBH,"Brag House Holdings, Inc. - Common Stock",NASDAQ
TBHC,"The Brand House Collective, Inc - Common Stock",NASDAQ
TBI,"TrueBlue, Inc. Common Stock",NYSE
TBIL,F/m US Treasury 3 Month Bill Fund,NASDAQ
TBJL,Innovator 20  Year Treasury Bond 9 Buffer ETF - July,BATS
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ
TBLAW,Taboola.com Ltd. - Warrant,NASDAQ
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ
TBLL,Invesco Short Term Treasury ETF,NYSE ARCA
TBLLF,Tombill Mines Ltd,OTC
TBLU,Tortoise Global Water ETF,NYSE
TBMC,Trailblazer Merger Corp I,OTC
TBMCR,Trailblazer Merger Corp I,OTC
TBN,Tamboran Resources Corporation Common stock,NYSE
TBNGY,PT Bukit Asam Tbk/ADR,OTC
TBNRL,Tamboran Resources Corp,OTC
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ
TBRG,"TruBridge, Inc. - Common Stock",NASDAQ
TBT,ProShares UltraShort Lehman 20  Year Treasury,NYSE ARCA
TBTC,TABLE TRAC INC,OTC
TBUX,T. Rowe Price Ultra Short-Term Bond ETF,NYSE ARCA
TBX,ProShares Short 7 10 Year Treasury,NYSE ARCA
TBXU,Direxion Daily Biotech Top 5 Bull 2X ETF,NYSE ARCA
TBXXF,King Copper Discovery Corp.,OTC
TC,Token Cat Limited - American Depositary Shares,NASDAQ
TCAF,T. Rowe Price Capital Appreciation Equity ETF,NYSE ARCA
TCAI,Tortoise AI Infrastructure ETF,NYSE
TCAL,T. Rowe Price Capital Appreciation Premium Income ETF,NYSE ARCA
TCANF,TC ENERGY CORP,OTC
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAQ
TCBK,TriCo Bancshares - Common Stock,NASDAQ
TCBPY,TC BioPharm (Holdings) plc,OTC
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ
TCBWF,TC BioPharm (Holdings) plc,OTC
TCBX,"Third Coast Bancshares, Inc. Common Stock",NYSE
TCENF,TC ENERGY CORP,OTC
TCEYF,TC ENERGY CORP,OTC
TCGL,TechCreate Group Ltd. Class A Ordinary Shares,AMEX
TCHI,iShares MSCI China Multisector Tech ETF,NASDAQ
TCHP,T. Rowe Price Blue Chip Growth ETF,NYSE ARCA
TCI,"Transcontinental Realty Investors, Inc. Common Stock",NYSE
TCKF,Tomichi Creek Outfitters Common Stock,OTC
TCKRF,TECK RESOURCES LTD,OTC
TCLHF,TCL Electronics Holdings Limited/ADR,OTC
TCLXY,TCL Electronics Holdings Limited/ADR,OTC
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ
TCMEF,Tencent Music Entertainment Group,OTC
TCMFF,TELECOM ARGENTINA SA,OTC
TCNCF,TC ENERGY CORP,OTC
TCNNF,Trulieve Cannabis Corp.,OTC
TCNT,TOUCAN INTERACTIVE CORP Common  Stock,OTC
TCOM,Trip.com Group Limited - American Depositary Shares,NASDAQ
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,NYSE
TCPB,Thrivent Core Plus Bond ETF,NYSE ARCA
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,NASDAQ
TCRG,Cannaisseur Group Inc.,OTC
TCRI,"TechCom, Inc.",OTC
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ
TCV,Towle Value ETF,NYSE ARCA
TCX,Tucows Inc. - Common Stock,NASDAQ
TD,Toronto Dominion Bank (The) Common Stock,NYSE
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ
TDACU,Translational Development Acquisition Corp. - Units,NASDAQ
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAQ
TDAQ,TappAlpha Innovation 100 Growth & Daily Income ETF,BATS
TDAX,TDAQ Lift ETF,BATS
TDAY,"USA TODAY Co., Inc. Common Stock",NYSE
TDBCP,TORONTO DOMINION BANK,OTC
TDC,Teradata Corporation Common Stock,NYSE
TDCB,Third Century Bancorp Common Stock,OTC
TDDWW,TIDEWATER INC,OTC
TDEC,FT Vest Emerging Markets Buffer ETF - December,BATS
TDF,"Templeton Dragon Fund, Inc. Common Stock",NYSE
TDG,Transdigm Group Incorporated Common Stock,NYSE
TDGGF,TDG Gold Corp.,OTC
TDGMW,TIDEWATER INC,OTC
TDI,Touchstone Dynamic International ETF,NASDAQ
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAQ
TDIV,First Trust NASDAQ Technology Dividend Index Fund,NASDAQ
TDOC,"Teladoc Health, Inc. Common Stock",NYSE
TDOG,21shares Dogecoin ETF,NASDAQ
TDOT,21shares Polkadot ETF,NASDAQ
TDRRF,Tudor Gold Corp.,OTC
TDS,"Telephone and Data Systems, Inc. Common Shares",NYSE
TDS$U,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock",NYSE
TDS$V,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock",NYSE
TDS-PU,TELEPHONE & DATA SYSTEMS INC /DE/,OTC
TDS-PV,TELEPHONE & DATA SYSTEMS INC /DE/,OTC
TDSB,ETC Cabana Target Beta ETF,NASDAQ
TDSC,ETC Cabana Target Drawdown 10 ETF,NASDAQ
TDST,Thunderstone Acquisition Corp,OTC
TDTF,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,NYSE ARCA
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAQ
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,NYSE ARCA
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ
TDV,ProShares S&P Technology Dividend Aristocrats ETF,BATS
TDVG,T. Rowe Price Dividend Growth ETF,NYSE ARCA
TDVI,FT Vest Technology Dividend Target Income ETF,BATS
TDW,Tidewater Inc. Common Stock,NYSE
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAQ
TDWDR,Tailwind 2.0 Acquisition Corp. - Rights,NASDAQ
TDWDU,Tailwind 2.0 Acquisition Corp. - Unit,NASDAQ
TDY,Teledyne Technologies Incorporated Common Stock,NYSE
TE,T1 Energy Inc. Common Stock,NYSE
TE-WT,T1 Energy Inc.,OTC
TE.W,"T1 Energy Inc. Warrants, each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share",NYSE
TEAD,Teads Holding Co. - Common Stock,NASDAQ
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ
TEC,Harbor Transformative Technologies ETF,NYSE ARCA
TECB,iShares U.S. Tech Breakthrough Multisector ETF,NYSE ARCA
TECH,Bio-Techne Corp - Common Stock,NASDAQ
TECK,Teck Resources Ltd Ordinary Shares,NYSE
TECL,Direxion Daily S&P 500 Bear 3X ETF,NYSE ARCA
TECS,Direxion Technology Bear 3X ETF,NYSE ARCA
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ
TEFOF,TELEFONICA S A,OTC
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",NYSE
TEICY,TOSEI CORP/ADR,OTC
TEK,iShares Technology Opportunities Active ETF,NYSE ARCA
TEKX,State Street Galaxy Transformative Tech Accelerators ETF,NASDAQ
TEKY,Lazard Next Gen Technologies ETF,NASDAQ
TEL,TE Connectivity plc Ordinary Shares,NYSE
TELA,"TELA Bio, Inc. - Common stock",NASDAQ
TELFY,TELEFONICA S A,OTC
TELNF,TELENOR ASA,OTC
TELNY,TELENOR ASA,OTC
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ
TEMD,Templeton Emerging Markets Debt ETF,NYSE ARCA
TEMR,T. Rowe Price Emerging Markets Equity Research ETF,NYSE ARCA
TEMT,Tradr 2X Long TEM Daily ETF,BATS
TEMX,Touchstone Sands Capital Emerging Markets ex-China Growth ETF,BATS
TEN,Tsakos Energy Navigation Ltd Common Shares,NYSE
TEN$E,"Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00",NYSE
TEN$F,"Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00",NYSE
TEN-PE,TSAKOS ENERGY NAVIGATION LTD,OTC
TEN-PF,TSAKOS ENERGY NAVIGATION LTD,OTC
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ
TEND,iShares Large Cap 10% Target Buffer Dec ETF,BATS
TENJ,iShares Large Cap 10% Target Buffer Jun ETF,BATS
TENM,iShares Large Cap 10% Target Buffer Mar ETF,BATS
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ
TEO,Telecom Argentina SA,NYSE
TEQI,T. Rowe Price Equity Income ETF,NYSE ARCA
TER,"Teradyne, Inc. - Common Stock",NASDAQ
TERG,Leverage Shares 2X Long TER Daily ETF,NASDAQ
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAQ
TESI,Titan Environmental Solutions Inc.,OTC
TESL,Simplify Volt TSLA Revolution ETF,NYSE ARCA
TEST,YieldMax TSLA Performance & Distribution Target 25 ETF,BATS
TESTF,Test Issuer Warrant,OTC
TESTT,Test Issuer Warrant,OTC
TESTX,Test Issuer Warrant,OTC
TETEF,Technology & Telecommunication Acquisition Corp,OTC
TETH,21Shares Ethereum ETF,BATS
TETOF,Tectonic Metals Inc.,OTC
TETUF,Technology & Telecommunication Acquisition Corp,OTC
TETWF,Technology & Telecommunication Acquisition Corp,OTC
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,NYSE
TEVJF,TEVA PHARMACEUTICAL INDUSTRIES LTD,OTC
TEX,Terex Corporation Common Stock,NYSE
TEXN,iShares Texas Equity ETF,NASDAQ
TEXU,Direxion Daily Energy Top 5 Bull 2X ETF,NYSE ARCA
TEXX,Horizon Kinetics Texas ETF,NASDAQ
TFC,Truist Financial Corporation Common Stock,NYSE
